input:survey_PMPS_position_map_radec,input:survey_SMPS_position_map_radec,input:survey_HTRU_position_map_radec,input:survey_PMPS_velocity_map_vra,input:survey_SMPS_velocity_map_vra,input:survey_HTRU_velocity_map_vra,input:survey_PMPS_velocity_map_vdec,input:survey_SMPS_velocity_map_vdec,input:survey_HTRU_velocity_map_vdec,input:survey_PMPS_ppdot_map,input:survey_SMPS_ppdot_map,input:survey_HTRU_ppdot_map,input:survey_PMPS_ppdot_map_fluxes,input:survey_SMPS_ppdot_map_fluxes,input:survey_HTRU_ppdot_map_fluxes,B_initial_log10_mean,P_initial_log10_mean
data/example_generator_magrot/survey_PMPS_position_map_radec_10.npy,data/example_generator_magrot/survey_SMPS_position_map_radec_10.npy,data/example_generator_magrot/survey_HTRU_position_map_radec_10.npy,data/example_generator_magrot/survey_PMPS_velocity_map_vra_10.npy,data/example_generator_magrot/survey_SMPS_velocity_map_vra_10.npy,data/example_generator_magrot/survey_HTRU_velocity_map_vra_10.npy,data/example_generator_magrot/survey_PMPS_velocity_map_vdec_10.npy,data/example_generator_magrot/survey_SMPS_velocity_map_vdec_10.npy,data/example_generator_magrot/survey_HTRU_velocity_map_vdec_10.npy,data/example_generator_magrot/survey_PMPS_ppdot_map_10.npy,data/example_generator_magrot/survey_SMPS_ppdot_map_10.npy,data/example_generator_magrot/survey_HTRU_ppdot_map_10.npy,data/example_generator_magrot/survey_PMPS_ppdot_map_fluxes_10.npy,data/example_generator_magrot/survey_SMPS_ppdot_map_fluxes_10.npy,data/example_generator_magrot/survey_HTRU_ppdot_map_fluxes_10.npy,13.383852304972088,-0.6830384198182619
data/example_generator_magrot/survey_PMPS_position_map_radec_11.npy,data/example_generator_magrot/survey_SMPS_position_map_radec_11.npy,data/example_generator_magrot/survey_HTRU_position_map_radec_11.npy,data/example_generator_magrot/survey_PMPS_velocity_map_vra_11.npy,data/example_generator_magrot/survey_SMPS_velocity_map_vra_11.npy,data/example_generator_magrot/survey_HTRU_velocity_map_vra_11.npy,data/example_generator_magrot/survey_PMPS_velocity_map_vdec_11.npy,data/example_generator_magrot/survey_SMPS_velocity_map_vdec_11.npy,data/example_generator_magrot/survey_HTRU_velocity_map_vdec_11.npy,data/example_generator_magrot/survey_PMPS_ppdot_map_11.npy,data/example_generator_magrot/survey_SMPS_ppdot_map_11.npy,data/example_generator_magrot/survey_HTRU_ppdot_map_11.npy,data/example_generator_magrot/survey_PMPS_ppdot_map_fluxes_11.npy,data/example_generator_magrot/survey_SMPS_ppdot_map_fluxes_11.npy,data/example_generator_magrot/survey_HTRU_ppdot_map_fluxes_11.npy,13.018462511116851,-1.398802673642939
data/example_generator_magrot/survey_PMPS_position_map_radec_12.npy,data/example_generator_magrot/survey_SMPS_position_map_radec_12.npy,data/example_generator_magrot/survey_HTRU_position_map_radec_12.npy,data/example_generator_magrot/survey_PMPS_velocity_map_vra_12.npy,data/example_generator_magrot/survey_SMPS_velocity_map_vra_12.npy,data/example_generator_magrot/survey_HTRU_velocity_map_vra_12.npy,data/example_generator_magrot/survey_PMPS_velocity_map_vdec_12.npy,data/example_generator_magrot/survey_SMPS_velocity_map_vdec_12.npy,data/example_generator_magrot/survey_HTRU_velocity_map_vdec_12.npy,data/example_generator_magrot/survey_PMPS_ppdot_map_12.npy,data/example_generator_magrot/survey_SMPS_ppdot_map_12.npy,data/example_generator_magrot/survey_HTRU_ppdot_map_12.npy,data/example_generator_magrot/survey_PMPS_ppdot_map_fluxes_12.npy,data/example_generator_magrot/survey_SMPS_ppdot_map_fluxes_12.npy,data/example_generator_magrot/survey_HTRU_ppdot_map_fluxes_12.npy,12.206083015611263,-1.211533280380826
data/example_generator_magrot/survey_PMPS_position_map_radec_13.npy,data/example_generator_magrot/survey_SMPS_position_map_radec_13.npy,data/example_generator_magrot/survey_HTRU_position_map_radec_13.npy,data/example_generator_magrot/survey_PMPS_velocity_map_vra_13.npy,data/example_generator_magrot/survey_SMPS_velocity_map_vra_13.npy,data/example_generator_magrot/survey_HTRU_velocity_map_vra_13.npy,data/example_generator_magrot/survey_PMPS_velocity_map_vdec_13.npy,data/example_generator_magrot/survey_SMPS_velocity_map_vdec_13.npy,data/example_generator_magrot/survey_HTRU_velocity_map_vdec_13.npy,data/example_generator_magrot/survey_PMPS_ppdot_map_13.npy,data/example_generator_magrot/survey_SMPS_ppdot_map_13.npy,data/example_generator_magrot/survey_HTRU_ppdot_map_13.npy,data/example_generator_magrot/survey_PMPS_ppdot_map_fluxes_13.npy,data/example_generator_magrot/survey_SMPS_ppdot_map_fluxes_13.npy,data/example_generator_magrot/survey_HTRU_ppdot_map_fluxes_13.npy,12.80072842748923,-0.46627734190085435
data/example_generator_magrot/survey_PMPS_position_map_radec_14.npy,data/example_generator_magrot/survey_SMPS_position_map_radec_14.npy,data/example_generator_magrot/survey_HTRU_position_map_radec_14.npy,data/example_generator_magrot/survey_PMPS_velocity_map_vra_14.npy,data/example_generator_magrot/survey_SMPS_velocity_map_vra_14.npy,data/example_generator_magrot/survey_HTRU_velocity_map_vra_14.npy,data/example_generator_magrot/survey_PMPS_velocity_map_vdec_14.npy,data/example_generator_magrot/survey_SMPS_velocity_map_vdec_14.npy,data/example_generator_magrot/survey_HTRU_velocity_map_vdec_14.npy,data/example_generator_magrot/survey_PMPS_ppdot_map_14.npy,data/example_generator_magrot/survey_SMPS_ppdot_map_14.npy,data/example_generator_magrot/survey_HTRU_ppdot_map_14.npy,data/example_generator_magrot/survey_PMPS_ppdot_map_fluxes_14.npy,data/example_generator_magrot/survey_SMPS_ppdot_map_fluxes_14.npy,data/example_generator_magrot/survey_HTRU_ppdot_map_fluxes_14.npy,13.131999604282726,-0.6857510634557215
data/example_generator_magrot/survey_PMPS_position_map_radec_15.npy,data/example_generator_magrot/survey_SMPS_position_map_radec_15.npy,data/example_generator_magrot/survey_HTRU_position_map_radec_15.npy,data/example_generator_magrot/survey_PMPS_velocity_map_vra_15.npy,data/example_generator_magrot/survey_SMPS_velocity_map_vra_15.npy,data/example_generator_magrot/survey_HTRU_velocity_map_vra_15.npy,data/example_generator_magrot/survey_PMPS_velocity_map_vdec_15.npy,data/example_generator_magrot/survey_SMPS_velocity_map_vdec_15.npy,data/example_generator_magrot/survey_HTRU_velocity_map_vdec_15.npy,data/example_generator_magrot/survey_PMPS_ppdot_map_15.npy,data/example_generator_magrot/survey_SMPS_ppdot_map_15.npy,data/example_generator_magrot/survey_HTRU_ppdot_map_15.npy,data/example_generator_magrot/survey_PMPS_ppdot_map_fluxes_15.npy,data/example_generator_magrot/survey_SMPS_ppdot_map_fluxes_15.npy,data/example_generator_magrot/survey_HTRU_ppdot_map_fluxes_15.npy,13.410161111668586,-0.5621827657005392
data/example_generator_magrot/survey_PMPS_position_map_radec_16.npy,data/example_generator_magrot/survey_SMPS_position_map_radec_16.npy,data/example_generator_magrot/survey_HTRU_position_map_radec_16.npy,data/example_generator_magrot/survey_PMPS_velocity_map_vra_16.npy,data/example_generator_magrot/survey_SMPS_velocity_map_vra_16.npy,data/example_generator_magrot/survey_HTRU_velocity_map_vra_16.npy,data/example_generator_magrot/survey_PMPS_velocity_map_vdec_16.npy,data/example_generator_magrot/survey_SMPS_velocity_map_vdec_16.npy,data/example_generator_magrot/survey_HTRU_velocity_map_vdec_16.npy,data/example_generator_magrot/survey_PMPS_ppdot_map_16.npy,data/example_generator_magrot/survey_SMPS_ppdot_map_16.npy,data/example_generator_magrot/survey_HTRU_ppdot_map_16.npy,data/example_generator_magrot/survey_PMPS_ppdot_map_fluxes_16.npy,data/example_generator_magrot/survey_SMPS_ppdot_map_fluxes_16.npy,data/example_generator_magrot/survey_HTRU_ppdot_map_fluxes_16.npy,13.475061244791128,-0.8544221866464509
data/example_generator_magrot/survey_PMPS_position_map_radec_17.npy,data/example_generator_magrot/survey_SMPS_position_map_radec_17.npy,data/example_generator_magrot/survey_HTRU_position_map_radec_17.npy,data/example_generator_magrot/survey_PMPS_velocity_map_vra_17.npy,data/example_generator_magrot/survey_SMPS_velocity_map_vra_17.npy,data/example_generator_magrot/survey_HTRU_velocity_map_vra_17.npy,data/example_generator_magrot/survey_PMPS_velocity_map_vdec_17.npy,data/example_generator_magrot/survey_SMPS_velocity_map_vdec_17.npy,data/example_generator_magrot/survey_HTRU_velocity_map_vdec_17.npy,data/example_generator_magrot/survey_PMPS_ppdot_map_17.npy,data/example_generator_magrot/survey_SMPS_ppdot_map_17.npy,data/example_generator_magrot/survey_HTRU_ppdot_map_17.npy,data/example_generator_magrot/survey_PMPS_ppdot_map_fluxes_17.npy,data/example_generator_magrot/survey_SMPS_ppdot_map_fluxes_17.npy,data/example_generator_magrot/survey_HTRU_ppdot_map_fluxes_17.npy,13.181417614537656,-0.6672777584399818
data/example_generator_magrot/survey_PMPS_position_map_radec_18.npy,data/example_generator_magrot/survey_SMPS_position_map_radec_18.npy,data/example_generator_magrot/survey_HTRU_position_map_radec_18.npy,data/example_generator_magrot/survey_PMPS_velocity_map_vra_18.npy,data/example_generator_magrot/survey_SMPS_velocity_map_vra_18.npy,data/example_generator_magrot/survey_HTRU_velocity_map_vra_18.npy,data/example_generator_magrot/survey_PMPS_velocity_map_vdec_18.npy,data/example_generator_magrot/survey_SMPS_velocity_map_vdec_18.npy,data/example_generator_magrot/survey_HTRU_velocity_map_vdec_18.npy,data/example_generator_magrot/survey_PMPS_ppdot_map_18.npy,data/example_generator_magrot/survey_SMPS_ppdot_map_18.npy,data/example_generator_magrot/survey_HTRU_ppdot_map_18.npy,data/example_generator_magrot/survey_PMPS_ppdot_map_fluxes_18.npy,data/example_generator_magrot/survey_SMPS_ppdot_map_fluxes_18.npy,data/example_generator_magrot/survey_HTRU_ppdot_map_fluxes_18.npy,12.841446048823713,-0.8420165849131744
data/example_generator_magrot/survey_PMPS_position_map_radec_19.npy,data/example_generator_magrot/survey_SMPS_position_map_radec_19.npy,data/example_generator_magrot/survey_HTRU_position_map_radec_19.npy,data/example_generator_magrot/survey_PMPS_velocity_map_vra_19.npy,data/example_generator_magrot/survey_SMPS_velocity_map_vra_19.npy,data/example_generator_magrot/survey_HTRU_velocity_map_vra_19.npy,data/example_generator_magrot/survey_PMPS_velocity_map_vdec_19.npy,data/example_generator_magrot/survey_SMPS_velocity_map_vdec_19.npy,data/example_generator_magrot/survey_HTRU_velocity_map_vdec_19.npy,data/example_generator_magrot/survey_PMPS_ppdot_map_19.npy,data/example_generator_magrot/survey_SMPS_ppdot_map_19.npy,data/example_generator_magrot/survey_HTRU_ppdot_map_19.npy,data/example_generator_magrot/survey_PMPS_ppdot_map_fluxes_19.npy,data/example_generator_magrot/survey_SMPS_ppdot_map_fluxes_19.npy,data/example_generator_magrot/survey_HTRU_ppdot_map_fluxes_19.npy,13.549786582634821,-0.31931454360121503
