,age,x,y,z,vk_r,vk_phi,vk_z,v_orb
27,2524264.282022051,-3.7859204206108257,1.5231490886621168,0.03432698087265564,-3.162824938963791e-08,8.283051200753647e-08,1.2855756175639775e-07,-2.3647707787471673e-07
28,7956625.289070365,3.3300601995674843,-6.2752594471302885,0.13374146179662727,2.390719451783944e-08,1.521850245851014e-07,-6.827766790090495e-09,-2.3888132725454063e-07
29,152550.69720841886,-4.3708932294294,-1.0462733473743158,-0.09414927096473827,2.772744772879559e-07,-6.220555500280861e-07,-5.011540540732942e-07,-2.383981944150963e-07
30,5988434.170441552,9.698783179431741,4.838178421959004,-0.04708290345483834,1.1670722455381188e-07,1.3363990450710395e-07,-4.808836731382948e-07,-2.3171523013678343e-07
31,6038045.786623997,-7.950728337877197,1.444326612828061,0.21834516507704305,4.7308452890907653e-08,2.7761154330270617e-07,-1.6458351768348794e-07,-2.366881618241759e-07
32,1051477.7489728779,1.0557932793605558,4.151502006250889,-0.02557867640940036,-1.1114468607969715e-07,9.337276945177688e-07,2.734315148665675e-07,-2.377360203675867e-07
33,3819435.0674876557,-8.252806059947092,1.634097720833815,0.39922987460569226,3.493932233788068e-07,-1.8263329421612866e-07,4.374722975203159e-08,-2.3503581672553047e-07
34,364761.52944963257,3.525217156383087,9.024812579217874,0.14639804191626316,-3.9650691580163317e-07,-2.863291294221136e-07,-3.6896401570382916e-07,-2.33778897044297e-07
35,8904115.744009193,2.377191650303589,-6.8791937848605835,-0.18152783713745024,7.387444324758605e-08,-8.792613208692595e-08,3.256674808431489e-08,-2.3833969581722764e-07
36,9809208.589202257,6.876602361055676,-12.693265907367548,0.6270955793035572,4.967448203167136e-07,1.4747396486193256e-07,-9.210621508666583e-08,-2.2510133737523388e-07
37,599420.8282383836,2.738234448105416,8.922024957155395,0.3503468850306999,2.556724894679742e-07,-3.250577802643298e-07,-9.255207487083948e-08,-2.3369170249861233e-07
38,8905459.556739096,8.780216855002546,7.467772657736594,-0.09812202331327352,3.969934801817887e-07,-1.7184728236676826e-07,-3.784200354054885e-08,-2.3042209396095972e-07
39,5769015.4170988295,2.8960329925584016,2.13739615294128,0.005128243740532351,-2.2998373297866787e-08,6.138603930126566e-07,4.5015453924873196e-08,-2.3229967983745622e-07
40,7424797.148500084,3.673934271095725,-4.5214629412113885,0.008751326663770634,5.8017828478194365e-08,1.1499427475756478e-07,-4.8500767267880175e-09,-2.40750939868745e-07
41,6301839.734569824,2.255298394694458,3.0193616370284624,0.042627947408238255,7.09068331554547e-09,-6.677294363585393e-08,-7.596820267790245e-08,-2.3393020395130403e-07
42,5818422.342145586,-1.0214575832776767,-8.756047760285574,0.30201070174899347,-5.224938475065957e-08,5.640764276646962e-07,2.4942831971953794e-07,-2.348773470988138e-07
43,204392.29983009954,-2.8324908746557265,-0.9234969169122236,0.05602872016181635,-2.611204704761282e-09,2.057938823561445e-08,2.3898215606831583e-07,-2.2302032720594078e-07
44,2100266.5667020283,4.570667623199787,1.1666463062217327,-0.09650654962643038,-1.6595119295726845e-07,1.7819644160272204e-07,-8.940038629633711e-08,-2.391999520967625e-07
45,5446849.237101597,-3.0779092437564395,-0.21385564589604714,0.10744980719361942,-2.1077478024292085e-07,1.1449171933844501e-07,1.6811793550967566e-07,-2.2443754197678126e-07
46,7691151.941941345,7.06539186385065,4.479227726613043,0.12350620803691038,-3.3625482667765526e-07,4.6415268105443634e-07,-1.508533159452332e-07,-2.3651970828497391e-07
47,2506953.0406887303,-7.829327891466228,8.919328188052086,0.0472929199112035,1.1608380625768184e-07,-6.792787222711564e-07,-3.850202655076549e-08,-2.2987350604023856e-07
48,2858957.6181729566,7.6649145332226984,4.630032368041044,-0.35016092454690284,3.1572172590552034e-08,1.926479583971736e-07,2.646454065963489e-07,-2.343749216139484e-07
49,8523951.026017975,9.905093671301088,3.6965684834465633,-0.04702319028844592,1.3929156710465578e-07,6.018802020177018e-07,-3.129959921736697e-07,-2.3221704163578313e-07
50,9750064.961059382,-1.7067905057908939,6.933418219788513,-0.07725437237619366,-2.497886627883771e-07,3.818648677313253e-07,1.7150036391687562e-07,-2.3903399644865216e-07
51,8848533.050057761,-9.57948591455033,-0.27007384129503026,0.06707826775467433,7.784081738653417e-08,-1.9694056188861415e-07,-1.0609556546982412e-07,-2.3414455757432364e-07
52,3595079.079861179,-2.367016010231038,4.534823850576964,0.0977237576229796,-5.351686596938056e-07,2.1672025625673436e-07,-2.9999247263784926e-07,-2.4010620126395477e-07
53,5988589.859898526,1.2641820931236203,2.745669639030138,-0.09966394773087328,1.9732130861367463e-07,-3.832407721078187e-07,1.8472737182811267e-07,-2.2341763349429088e-07
54,3547956.761777386,3.3354517868395557,8.812768696371688,-0.1027986649429065,1.5355386462463302e-07,2.2465689762953468e-07,7.445968658268421e-08,-2.3441085084015907e-07
55,3401902.813516242,3.2639727458768655,2.161613764749238,-0.024254476682176382,-4.98125780836071e-07,-3.242412658113447e-07,-3.4854416486797884e-07,-2.352708324860304e-07
56,1780810.7169770591,0.4434177358611893,-8.683948561468714,0.011676909827951923,-2.150832301143503e-07,-2.389092817341228e-07,5.906983597564616e-07,-2.3602725635912196e-07
57,2376942.848546296,-10.83603072804862,13.807053509789126,0.013311255249452961,2.0307082088271253e-07,4.101767995354065e-07,-3.512546794244392e-09,-2.221002205475942e-07
58,448623.7797454704,8.930772595913684,-2.962294440246628,0.06772097191519402,-5.112241080034317e-07,-3.386483966966408e-07,2.5328186147089706e-08,-2.3449777287936052e-07
59,5054314.790926463,-2.9521027885537445,6.532740871779966,-0.10237804536315655,5.837028214984608e-08,1.2549106862551552e-07,1.5110821173319277e-08,-2.38902194625046e-07
60,3762525.1667211754,9.978986969229476,-1.648193992250138,-0.06017238019216021,3.1482379217326424e-07,-5.228137845894319e-07,-8.397073431723501e-08,-2.3309243490985597e-07
61,5928054.416953465,4.780628314421644,-1.9302381537780928,0.3602428695968368,-1.058799071790939e-07,-1.2279167994522816e-07,1.0723844542564361e-07,-2.370539101976792e-07
62,6299419.125933098,-0.925614169441384,-2.1859944033531367,-0.03912446634373539,-3.1647465449595057e-07,2.414108032496896e-07,-1.754660708870748e-07,-2.088460503226961e-07
63,1426004.0018625208,-11.447476572217246,12.834651090806933,0.006188764335001004,-3.8155364569440503e-07,1.1355563099687326e-07,2.922512891827915e-07,-2.2249572440442238e-07
64,9338413.060822891,3.8669255288116413,4.732860726644414,-0.07934952228707352,3.471040084957964e-07,2.3487890761036365e-08,2.87060410103915e-07,-2.404164132832465e-07
65,9463798.861711131,8.994456931530205,-2.216155092959767,-0.020015203721594904,8.732142601496205e-09,3.751304980574173e-07,2.6890927532547443e-07,-2.3484078691277856e-07
66,6022966.975011998,4.06961970409039,-5.95410979177543,0.028068835750649106,3.644816489282361e-07,-2.161626856753239e-07,-2.193422614807023e-07,-2.390026780632878e-07
67,3877663.415500027,-0.6290437585633643,14.703964502952768,0.38154906012015216,3.0479736206261176e-07,-1.967342179101845e-08,-2.0086057980775528e-07,-2.2518473290415338e-07
68,3631880.677905494,11.05766744789731,-0.43304959808044863,0.176384241640106,-8.79020061317079e-08,3.991843231899018e-07,-2.1170270651070935e-07,-2.3111000244267998e-07
69,2043453.5643411654,-0.6616930689541989,-2.1464227193069396,-0.1315686156771013,3.745829601345836e-08,2.1733896518128696e-07,-2.7172879968490916e-08,-2.04038396757212e-07
70,2767651.33719829,-0.09737177588347454,0.06524886232404085,0.05967885842950522,-5.0056152454472574e-08,-2.1778365555645438e-07,-6.939494493645877e-07,-1.6924091394114437e-07
71,2465359.565499615,4.654074281615515,-7.623004976372848,-0.21228510565063688,5.374423493657925e-07,1.2897529405569282e-07,-4.549001922651461e-08,-2.3506423896136303e-07
72,1736080.843794049,-6.636159622463718,2.220494290954925,-0.14266604587556378,-7.357877205970602e-08,2.328438457313504e-07,-1.0447637782397707e-07,-2.390110910770927e-07
73,9666096.978263542,-13.183852668312493,-6.242455052789165,0.01601651459606816,-3.976048885061646e-07,1.4016589948752465e-07,1.4731662327680145e-07,-2.2572850063503112e-07
74,9570126.046515381,-3.087704388474157,2.4458166523901816,0.3257042948890688,1.6747019189695615e-07,1.1083184520976361e-07,-6.934469911440716e-08,-2.313522615234348e-07
75,5979737.245315523,-4.642896698100727,0.5493691702633363,-0.595121176738097,-2.2217425493488645e-07,3.2122421488681327e-07,-1.6082862593680884e-07,-2.3104930703493788e-07
76,7313007.799298473,5.313473210774397,0.2729697332267083,-0.28994293747885913,2.857092757633126e-07,3.8297721248686586e-07,-3.1024622357216755e-07,-2.3837708281432135e-07
77,3403852.8879891383,7.301207286826221,-4.316985795766798,0.054290033750204615,-4.124737543810416e-07,-3.014326404513281e-07,-8.338692403364695e-08,-2.3643682880172502e-07
78,920556.9417167827,-10.150441049345055,-11.967823069204522,-0.036829699477435966,4.993636006729153e-08,1.0989547647058063e-07,-1.746253862043608e-07,-2.2428198848413762e-07
79,4634980.725873458,-6.642176263783695,-0.901052703532117,-0.03721664981566414,5.912325679520916e-07,1.6114483595680785e-07,-4.107963079667451e-07,-2.398387858944187e-07
80,5086989.423683046,-3.8410735773134412,-0.33117597611913935,-0.06529216111617023,2.8246016054274827e-07,2.957061708908391e-07,5.713809001448549e-07,-2.3458764257657181e-07
81,884602.6415687348,-7.751889140112207,8.176174607623839,0.027835182429089163,-5.483540459850847e-08,-2.1588996725095508e-07,-2.3833730219468523e-08,-2.309394168122485e-07
82,5280352.705145251,3.624499286628951,4.524901534098356,0.28041173516092094,-1.2194370749653626e-07,-5.708410184408038e-07,-1.2955383713700248e-07,-2.3889324092909333e-07
83,9921580.372947246,3.864475986280139,-8.61456879558551,-0.4657087758852696,-4.551751876424906e-07,-1.8639635242850336e-07,3.8232417981541e-08,-2.3293033022761373e-07
84,3950359.9225463644,-5.11059302724832,-1.548363439969199,-0.0969628052345568,-2.0691970291016997e-07,-3.298160956524141e-07,1.0473786654256079e-07,-2.4037687230893745e-07
85,3355965.081589241,5.132590449489212,5.845880054608527,-0.1402809799324868,-8.495121640529839e-08,-4.937332238164612e-07,-3.47533227040426e-07,-2.3762639640455238e-07
86,8054505.56784226,-0.4740105082931518,6.725594477140497,0.0879665071077117,-1.7714255271737298e-07,-2.681640996992663e-07,9.571841318471813e-08,-2.396463903152387e-07
87,7543490.191474541,-1.4220728656076767,-1.8167917505821753,0.6351377488280973,1.9902146937860475e-07,5.566363302327223e-07,3.0411779171191714e-07,-1.9308828535867464e-07
88,3130665.102818656,12.976184070537277,9.203129396608256,0.17374284976021662,1.1971812185785386e-09,-1.5499036145300525e-08,-5.728067480093455e-10,-2.2394241952957682e-07
89,6340367.195586069,-7.33420892105976,-1.6800753513489037,0.023481591714062073,5.221975280541554e-07,3.782330456600304e-07,-5.075122288218082e-08,-2.3841952413203847e-07
90,5404046.212602588,1.4199621958189184,-1.1238060780554349,0.06777339343878248,-3.417141112591764e-07,-2.511065666201702e-07,4.986576963405771e-07,-1.8967607249686085e-07
91,2967938.212006396,1.5416446427565291,-3.5492088382409097,0.090972582059261,3.3474539780179623e-07,-4.2202579858758795e-07,4.053858606617921e-07,-2.3451285877630198e-07
92,1107879.9010365563,-5.42692646501377,-3.181859489228353,0.35383135653516085,1.6422697484997323e-07,-6.390266312943094e-08,-2.919117911325713e-07,-2.3803026042224808e-07
93,3126403.666117133,2.8234550433445276,0.9499903317914926,0.236564383226153,1.2892093014068802e-07,9.079139907773638e-09,7.097561851453203e-08,-2.2021561779830998e-07
94,4569791.843513528,-9.316796914151722,6.784582147095641,0.3113427957922325,-2.316317448335032e-07,1.1299980271004236e-07,9.051390396576645e-07,-2.2998730263661722e-07
95,6589401.043321899,-1.5815858356664818,1.7572465265166477,-0.12076286588216764,4.559213778941577e-08,1.7512071043932857e-07,-1.2071835434640765e-07,-2.077402588866919e-07
96,2542575.9239196633,-4.643118451292815,-9.578304488346157,0.005476160468516365,3.2129212097597066e-08,-4.3768445226219417e-07,3.196541242620971e-07,-2.320969898904889e-07
97,6411012.945905758,1.4713791423811604,-9.376215018078963,-0.15788074240646982,-3.0456917083261426e-07,-2.519445469186106e-07,1.5864950971985458e-07,-2.3414063802773132e-07
98,2001236.8720604244,4.208349367890887,-0.8925115240124027,-0.0038873203501986436,-1.931141439707559e-08,-5.251192773912185e-08,4.6683943479447156e-07,-2.378626809005202e-07
99,6576248.397665031,5.770468573364425,2.632857559961146,-0.0064830961476441094,1.4180182882603804e-07,3.7229234389433024e-07,-3.3204535512719454e-07,-2.4034655641767714e-07
100,7782892.37620927,0.04831568822892127,-7.361804983730448,0.02908073993852127,1.7736384812303043e-07,4.2518286298883453e-07,1.1141982535476538e-08,-2.387243771672157e-07
101,7795984.2065090975,7.7284099090994065,0.6286016228500865,-0.3287083897680781,-6.471602630099087e-08,2.0407437914083287e-08,4.630612807153941e-09,-2.3659448623008422e-07
102,6103281.921765785,1.6784211864133967,6.287763052463619,-0.30413977701834377,-1.8728974917061654e-08,-1.8408218143248884e-08,7.670914526970887e-08,-2.3840998992899346e-07
103,3090004.176243673,1.9286495509248966,0.32632881812233294,0.02201961486857057,3.9238310585297114e-07,4.2422521054790196e-07,4.584438542555261e-07,-1.9534650450221418e-07
104,6977349.377394652,-9.493176262273954,1.6002208829552547,-0.3586502796992191,2.321139485566979e-08,-1.039011703737109e-07,1.2299623728072304e-07,-2.331237900065989e-07
105,8596183.097672356,1.277396264169955,3.411825448376808,0.08765525514029018,-3.4179833814861845e-07,-1.5442101060895034e-07,-2.854122762173376e-07,-2.3236648270307253e-07
106,6253237.952244318,3.0961947104039576,-3.3484935787352663,-0.18345849472455045,-1.7520811855109702e-07,1.241122700820796e-07,-1.2865335796919956e-07,-2.3774728303541427e-07
107,9824078.313687667,3.8828068151179935,1.7394582362882238,-0.5654956274307383,-1.7852971640744402e-07,8.14332446477239e-08,-4.320239528787424e-08,-2.2884280759560196e-07
108,9765001.293658426,-3.0117794909475184,1.3267559039030368,0.3030097579248727,5.25158789780857e-08,5.094409519444107e-08,7.583745611912885e-08,-2.2408590904756164e-07
109,1666942.14529445,-9.203471044604175,6.562081264971874,-0.16976236817602713,-2.2718825913444215e-08,-6.237434041511053e-07,-1.0862045225919113e-08,-2.3070237522868093e-07
110,231782.34160589962,-0.4650077407647561,0.7673881676737786,-0.0172150615358405,2.509217075594672e-07,-4.0839311319758926e-07,3.818808163772531e-07,-1.5322774912211363e-07
111,1607446.324326268,6.912736860757699,-0.7868475865811094,-0.20298805852467897,-2.2093124609678294e-07,-1.2587649020110297e-07,-1.337820502134188e-07,-2.3871538272476166e-07
112,9234968.329094049,-0.27225921056143093,-5.8458400708470295,0.4440890257112327,-4.689561835853223e-07,1.686279373563063e-08,-7.652553006109593e-08,-2.3687064080213138e-07
113,9535498.54524549,7.22750581537694,11.548248258430414,-0.23217242780305283,7.188557756166448e-08,1.763573859925074e-07,-2.915676357905152e-07,-2.2690129766980003e-07
114,2109784.9762060447,-0.9411554049737749,-12.781638209454442,-0.07020357867591737,-2.3946331809044583e-07,4.239065387112128e-07,-2.021172075576262e-07,-2.283027120912913e-07
115,3605253.147620831,7.010799302158602,-1.1550639552377995,0.13085413995800652,-2.664138520644541e-07,2.39733741445385e-07,2.071789768339334e-07,-2.38892724665059e-07
116,5493753.066901459,6.713035419798755,-8.515700712364051,0.5156496756767629,4.574411143590853e-08,-3.623733075078176e-08,9.455648408238061e-07,-2.3042585218142868e-07
117,2718309.219938872,-10.219853288475917,-0.9766461934280515,-0.030416824492418053,-4.802497428644344e-08,5.215794801245495e-07,2.2824924945274745e-07,-2.3281714696533136e-07
118,4606016.750146881,1.1275829093098835,3.0357303749244555,-0.045758015337276935,9.121132323213057e-08,2.195579683420044e-07,5.315915042935022e-07,-2.2747508095925562e-07
119,6961615.952072288,1.8568308553687096,9.059910217630042,0.19383391548440054,-2.997636498608492e-07,1.9216175853789833e-08,2.3455247949508074e-07,-2.345086904926377e-07
120,5003559.466392754,-4.849205217296016,-3.0602017627384157,-0.669292515440756,-1.1158299968196271e-07,9.453728028885458e-08,-3.4808472883926235e-07,-2.3351065326462738e-07
121,7160710.189572371,5.027357613677362,-3.5924798133153626,-0.06447452154595582,-9.018450218409593e-08,-9.54782057638893e-08,-1.9352644963388772e-07,-2.4041292156025695e-07
122,5259559.836341853,-10.119180862592545,5.075611297135719,-0.0018513492591086009,-3.983854940503448e-07,-3.946650408598374e-07,5.364313931915297e-09,-2.308474347909953e-07
123,13991.229791415177,1.398574365604386,2.487527574885846,-0.0453169683781298,2.67501822883038e-07,-1.4502536879847657e-07,2.9133312941745635e-07,-2.2061553711580776e-07
124,3947003.472198068,5.486058807272436,-8.662027891315498,0.3112852664272974,-2.7551407562448697e-08,1.0998737570389184e-07,1.5006805707762653e-08,-2.3218829302516336e-07
125,4921670.206844529,2.1325365255487023,4.48200158377053,0.12362326530756203,2.07818959981679e-07,2.5571606647115603e-07,7.025411763484066e-08,-2.396331924742201e-07
126,4028803.91091109,2.958185017248634,1.7517615641103008,-0.01250468278871284,1.735747688405693e-07,-3.7255878085261516e-08,2.3858440582464988e-08,-2.303744545608475e-07
127,3542983.6467649057,-0.1446831423874953,-8.82352753830917,-0.17571200357665953,1.919261721588553e-07,-1.7507544602559038e-07,1.8616146081698106e-07,-2.3541561314635239e-07
128,5006143.693815213,0.8200941221446599,5.961575072825743,0.08002696083002174,-7.930959651047759e-08,-5.586810249143475e-07,7.698684404058572e-09,-2.404813056381025e-07
129,4451766.843134754,4.69007550613061,0.12556858720622957,-0.09882134854301942,1.0052009667511106e-07,2.000143453727919e-07,6.465982929392604e-07,-2.391015328078853e-07
130,904328.7915315704,-3.768788164434385,-4.258007284704866,-0.09944522113551302,-1.0476739872587817e-08,3.022279708629486e-07,1.793699067277155e-07,-2.405006362712596e-07
131,2735629.9267114867,-2.4114922984596134,-6.549700200413101,0.09525296240905819,-1.6825293418038196e-07,1.3446576654079e-09,-1.229285369065594e-07,-2.3924885715047573e-07
132,9434771.033950172,-6.482356357086036,8.44717824172467,-0.0373899878255906,2.6592653998581256e-07,-1.428828451178186e-07,-1.531733350722503e-07,-2.3208000069122833e-07
133,265447.38679477834,6.94057381715401,13.576182529501148,-0.15035174827997255,2.2348085643753563e-07,3.001683639127981e-09,-3.90137863901439e-07,-2.247883019435848e-07
134,399987.8564078182,-3.1349664592482642,-4.8382959203137785,0.05144580961335829,-7.539395076234858e-07,4.461894208424556e-07,-4.069388223083219e-07,-2.4069593043653107e-07
135,2831404.314057836,7.303458768178064,3.9178454013895596,0.1349237975624261,3.2777650979873864e-08,-1.4891980351630754e-07,2.548477813588713e-07,-2.3663994682431584e-07
136,5823442.119823518,-13.225681216239812,-4.763580988813894,0.3070983714474787,-2.851324986621145e-07,-1.1348318576651193e-08,3.5650247634644746e-09,-2.26176722047508e-07
137,9908928.038355468,-8.257713766741839,8.661376284000012,-0.3052269338910628,1.1502977821806299e-07,-2.6375781828742136e-07,3.9333415870180124e-07,-2.292819688355875e-07
138,9926422.381387444,-1.8202107844395237,9.048457841919765,-0.05513355725739588,-5.208162783504764e-07,-1.993482871475361e-07,2.9107747201771847e-07,-2.3488217737780865e-07
139,9931173.731693076,-0.2320871603405134,-6.207180361824453,0.036728631453481146,-1.91608536104421e-07,4.278440339089572e-07,1.7740012639147287e-07,-2.40452749454581e-07
140,1100484.1996172988,-1.2778309081247021,-9.246121281718375,-0.025828479678136257,1.8401559414473078e-07,5.559790302583478e-07,2.7529326597702536e-07,-2.3469245206142378e-07
141,6644814.795157955,-3.5219028678925173,-2.2288878410775608,0.060263508126718414,3.0551586360611494e-07,-4.308964770607935e-08,6.952077557008169e-08,-2.369287332772414e-07
142,5239868.820896294,1.1662256054833846,4.679008934981027,0.015947549128244188,2.491334460029219e-07,6.744698588751749e-08,-3.378096520972176e-07,-2.3984457735261197e-07
143,1731499.9249374003,-8.19401207196795,4.047578353847618,-0.007565237929897173,9.26934125266763e-08,1.6515824518744775e-07,-1.0993393939673787e-07,-2.3510187968481134e-07
144,9429602.506190013,-3.315219591004842,7.345659129102087,-1.1186361151710151,-4.2865327069910163e-07,-1.31344062455704e-07,-5.004429215384785e-08,-2.2983267361515556e-07
145,2418601.617902437,9.198957899401671,-7.6107033346023325,-0.09994467274455049,3.256861431724002e-07,4.604434744227614e-07,-1.0185342377224836e-07,-2.297092441019905e-07
146,9989322.689499851,-4.8483912590497775,-10.934571583722914,-0.20727512522654867,-2.4274343745804084e-07,1.2479617857259892e-07,1.3145418063599776e-07,-2.2950669726142142e-07
147,5826938.568805172,0.7337216384593958,8.697721133121117,0.13786351402783187,2.3182051205768472e-07,-2.1651084948390842e-07,1.7415290323108168e-07,-2.357364905841677e-07
148,1832790.8230267572,4.073663744191982,-13.125022669409491,0.20535554749292328,1.4978395872553766e-07,2.982317337177177e-07,-1.6778010980870543e-07,-2.2676837323333443e-07
149,3868454.8323324807,12.376645334448963,-2.9630536870988373,0.6564931523604397,1.8220184273383887e-08,5.5478875574241884e-08,-2.692680956432726e-07,-2.2722915224049944e-07
150,1896736.0994479673,11.03826394459547,0.06976259433104637,0.1332284467151533,3.245059557104947e-07,1.384599647975158e-07,-1.6479663603581662e-07,-2.312421214770125e-07
151,4107707.319482427,0.7952179332940431,-6.99625957705556,0.08488671048178228,1.7861021334800006e-07,2.1147030332023633e-07,-3.1777391198202725e-07,-2.3918141485449843e-07
152,5946801.094336986,-0.5085505088375876,-6.138917580575746,0.174275286816177,4.5407190749425275e-07,-5.7186751500068424e-08,2.511713059744277e-07,-2.398178677001975e-07
153,7165861.214697306,-7.362646038414292,4.138992357402584,-0.07831644255620525,-3.9124475859925167e-07,-1.143726676942444e-08,4.5173179837990814e-07,-2.3646976311617397e-07
154,4868915.336799753,15.579309831846055,-12.167728592950775,-0.21771755293562753,-2.176747822271645e-07,-7.126963037240184e-08,1.5168427467867314e-07,-2.1973395922839056e-07
155,3095898.868077228,-2.4826073627943464,1.455343659372477,0.022323550121746225,-3.724333312887213e-07,4.5661432752755476e-07,5.941044410989341e-08,-2.2120511084907126e-07
156,5774414.150837101,-4.425060266965499,-2.866151600118688,-0.2068790318744363,2.8122734434689e-07,3.958965036974227e-07,-9.696220879873006e-08,-2.393349639824169e-07
157,4417078.75397961,-4.429712045374013,6.924713022805137,-0.46026259247101614,-9.908472546886754e-08,6.882938488420746e-07,5.7401073959368375e-08,-2.3493722572961854e-07
158,3596781.6663272595,0.6065915857580612,0.6363436292112087,-0.09905749337013636,8.650772766011807e-08,2.1952350353913004e-07,-3.042826656781212e-08,-1.5235959489859704e-07
159,3213319.998756204,-4.284863785232901,1.2270970075711116,-0.08534206626552146,1.804494412933852e-07,-1.275713822244454e-07,-6.444029117582318e-08,-2.383008636446391e-07
160,2082073.1937529864,-2.437827148307329,-1.5142998433575043,-0.2695561118311335,-4.640808539652531e-07,-4.0287307849328716e-07,1.281574743054617e-07,-2.1727070546503935e-07
